event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes
2021-09-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6108,35.2245,"On 21 September 2021, Israeli settlers from the Abi Hanahal settlement constructed a road on Palestinian-owned lands in Kisan village (Bethlehem, West Bank). The new road connects Abi Hanahal with the industrial zone built on Palestinian-owned lands west of Kisan village. Hundreds of Dunams from Kisan's lands located around the new road will be confiscated to benefit Abi Hanahal's expansion. Furthermore, on 21 September 2021, the Higher Settlements Council decided to seize 49 thousand dunams of Kisan's lands."
2021-09-23,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Jericho,31.9507,35.4676,"On 23 September 2021, an Israeli settler who was driving a 'tractron' ran over a Palestinian in Al Awja village (Jericho, West Bank). The victim sustained bruises."
2021-09-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9167,35.2333,"On 23 September 2021, a group of Israeli settlers from the Ofra settlement hurled stones at Palestinian passing cars near the entrance of the Ofra settlement (Ramallah and Al Bireh, West Bank)."
2021-09-24,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9675,35.1052,"On 24 September 2021, a group of Israeli settlers fired shots towards Palestinians in Deir Ammar village (Ramallah and Al Bireh, West Bank) while razing agricultural lands in the town. Israeli military forces intervened and evacuated the settlers from the area. Casualties unknown."
2021-09-25,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9545,35.3002,"On 25 September 2021, a group of Israeli settlers physically assaulted Palestinian shepherds at Al Muaarajat area, on the road between Ramallah and Jericho, near Taybeh village (Ramallah and Al Bireh, West Bank)."
2021-09-25,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.1084,35.2378,"Land seizure: On 25 September 2021, a group of Israeli settlers set up a prefabricated house on Palestinian-owned lands in Yasuf village (Salfit, West Bank)."
2021-09-27,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 27 September 2021, a group of Israeli settlers from Yaakov Talia attacked Palestinian shepherds [presumably physically] in Musafer Yuta - Yuta (Hebron, West Bank) and forced them to leave the area."
2021-09-27,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,"On 27 September 2021, an Israeli settler ran over a Palestinian child in Hebron city (Hebron, West Bank). The source didn't clarify whether the incident was intentional. Casualties unknown."
2021-09-27,Settlers (Israel),,Civilians (Palestine),Students (Palestine),0.0,Political militia-Civilians,West Bank,Al Quds,31.7702,35.2462,"On 27 September 2021, an armed Israeli settler randomly opened fire towards Palestinian students in Al Quds - Ras al Amud area (Al Quds, West Bank). There were no casualties."
2021-09-28,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 28 September 2021, Israeli settlers from Yaakov Talia severely beat a Palestinian while herding sheep in Musafer Yuta - Yuta (Hebron, West Bank). The shepherd sustained bruises and was taken to hospital for treatment."
2021-09-29,Military Forces of Israel (2021-2022),Settlers (Israel),Civilians (Palestine),Labor Group (Palestine),0.0,External/Other forces-Civilians,West Bank,Al Quds,31.7767,35.2342,"On 29 September 2021, Israeli military forces who were protecting Israeli settlers beat Palestinians and shop owners in Al Quds - Old City (Al Quds, West Bank)."
2021-09-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.5711,35.2323,"On 30 September 2021, a group of Israeli settlers from Ma'ale Amos physically assaulted 2 Palestinian shepherds in Arab ar Rashaydah village (Bethlehem, West Bank) and forced them to leave the area."
2021-10-04,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.1048,35.1745,"Looting: On 4 October 2021, Israeli settlers from Ariel stole the crops of 26 Palestinian-owned olive trees located behind the Separation Wall south of Salfit near Ariel (Salfit, West Bank)."
2021-10-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1845,35.2502,"On 4 October 2021, a group of Israeli settlers burned Palestinian-owned agricultural lands in Burin village (Nablus, West Bank)."
2021-10-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tubas,32.2666,35.5025,"On 4 October 2021, Israeli settlers attacked (presumably physically) Palestinian shepherds in Khirbat Makhul (Tubas, West Bank). They also sprayed pepper gas at them and forced them to leave the area."
2021-10-05,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1935,35.2828,"Looting: On 5 October 2021, Israeli settlers from the Bracha settlement stole olive crops belonging to a Palestinian in Kafr Qallil (Nablus, West Bank)."
2021-10-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tubas,32.2666,35.5025,"On 5 October 2021, Israeli settlers attacked (presumably physically) Palestinian shepherds in Khirbat Makhul (Tubas, West Bank) and forced them to leave the area for the second time since yesterday."
2021-10-06,Settlers (Israel),Military Forces of Israel (2021-2022),Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Al Quds,31.7684,35.2381,"Land seizure: On 6 October 2021, Israeli settlers who were under the protection of Israeli soldiers seized a Palestinian-owned house in Al Quds - Silwan (Al Quds, West Bank)."
2021-10-06,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.0854,35.2578,"Looting: On 6 October 2021, Israeli settlers stole olive crops belonging to Palestinian farmers in As Sawiyah (Nablus, West Bank)."
2021-10-07,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1845,35.2502,"On 7 October 2021, 60 Israeli settlers attacked [presumably physically] Palestinian farmers who were picking olives on their lands in Burin village (Nablus, West Bank). Settler attacks are likely to increase during the olive harvest season in the West Bank."
2021-10-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.585,35.1437,"On 8 October 2021, a group of Israeli settlers raided the Wadi Al Sharq area in Siir (Hebron, West Bank) and physically assaulted Palestinian farmers while working on their lands."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Government of Palestine (1994-) Palestinian National Authority; Labor Group (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 9 October 2021, a group of Israeli settlers assaulted [presumably physically] Palestinian surveying engineers belonging to the Palestinian Settlement Land and Water Commission while working in Musafer Yuta in Yuta (Hebron, West Bank), forcing them to leave the area."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.8173,35.1793,"On 9 October 2021, a group of Israeli settlers from Har Shmuel smashed car windows belonging to Palestinians in Bayt Iksa (Al Quds, West Bank)."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Qalqilya,32.1528,35.0463,"On 9 October 2021, a group of Israeli settlers from El Matan hurled stones and sticks towards Palestinian farmers who were picking olives in the Khallet Hassan area, located between Biddya and Kafr Thulth (Qalqilya, West Bank)."
2021-10-09,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0655,35.0245,"Property destruction: On 9 October 2021, Israeli settlers bulldozed 300 dunams of Palestinian lands in Dayr Ballut (Salfit, West Bank). The bulldozed lands are used to expand Leshem, Pedu'el religious settlements, and Alei Zahav mixed settlement."
2021-10-09,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0671,35.0828,"Property destruction: On 9 October 2021, Israeli settlers bulldozed 300 dunams of Palestinian lands in Kafr ad Dik (Salfit, West Bank). The bulldozed lands are used to expand Leshem, Pedu'el religious settlements, and Alei Zahav mixed settlement."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Salfit,32.0671,35.0828,"On 9 October 2021, a group of Israeli settlers assaulted [presumably physically] Palestinian farmers who were harvesting olives in Kafr ad Dik (Salfit, West Bank) and forced them to leave the area."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4096,34.9755,"On 9 October 2021, a group of Israeli settlers assaulted [presumably physically] Palestinian farmers while working on their lands in Khallat Al Jamal area in Dahriya (Hebron, West Bank)."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4096,34.9755,"On 9 October 2021, a group of Israeli settlers assaulted [presumably physically] a Palestinian farmer while working on his land near Metar Passage south of Dahriya (Hebron, West Bank)."
2021-10-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.3705,34.9961,"On 9 October 2021, Israeli settlers physically assaulted a Palestinian herding sheep near Khirbat Zanutah (Hebron, West Bank). Settlers chased the Palestinian and pushed him to the ground, requiring him to seek medical attention."
2021-10-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0333,35.2655,"On 10 October 2021, a group of Israeli settlers hurled stones at Palestinian passing cars near Sinjil (Ramallah and Al Bireh, West Bank)."
2021-10-10,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1575,35.3613,"Looting: On 10 October 2021, dozens of Israeli settlers harvested olive crops owned by Palestinians in Khirbet Yanun (Nablus, West Bank)."
2021-10-10,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.2173,35.3213,"Looting: On 10 October 2021, Israeli settlers harvested hundreds of Palestinian olive trees in Dayr al Hatab (Nablus, West Bank)."
2021-10-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1575,35.3613,"On 10 October 2021, Israeli settlers attacked Palestinian passing cars [presumably by hurling stones] in Khirbet Yanun (Nablus, West Bank)."
2021-10-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Women (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9267,35.241,"On 10 October 2021, a group of Israeli settlers from Givat Asaf hurled stones at Palestinian passing cars near settlement road near Baytin (Ramallah and Al Bireh, West Bank). As a result, 3 Palestinian women were injured."
2021-10-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 11 October 2021, a group of Israeli settlers attacked [presumably physically] Palestinians while working on their lands in Musafer Yuta in Yuta (Hebron, West Bank), forcing them to leave the area."
2021-10-11,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Tubas,32.3692,35.5451,"Property destruction: On 11 October 2021, Israeli settlers constructed water pipes through Palestinian-owned lands in Ain As Sakout (Tubas, West Bank)."
2021-10-11,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Bethlehem,31.701,35.112,"Around 11 October 2021 (as reported), two settlers from Baytar Illit settlement opened fire and shot two Palestinian civilians who were walking near Baytar Illit (Bethlehem, West Bank). As a result, one Palestinian was injured, and the Israeli police forces arrested the two settlers."
2021-10-11,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.0709,35.294,"Looting: On 11 October 2021, Israeli settlers from Eli religious settlement harvested olive trees belonging to Palestinian farmers in Qaryut village (Nablus, West Bank)."
2021-10-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.2173,35.3213,"On 12 October 2021, a group of Israeli settlers physically assaulted Palestinian farmers while picking olives in Dayr al Hatab (Nablus, West Bank). As a result, 2 Palestinians were injured and taken to a hospital for treatment."
2021-10-12,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.2756,35.1987,"Looting: On 12 October 2021, Israeli settlers harvested hundreds of Palestinian olive trees (18 Dunams of lands) in Sabastiyah (Nablus, West Bank)."
2021-10-12,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.0709,35.294,"On 12 October 2021, a group of Israeli settlers physically assaulted Palestinian farmers while picking olives in Al Karm area, west of Qaryut (Nablus, West Bank)."
