event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes
2025-04-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1414,35.2855,"On 18 April 2025, 10 Israeli settler rioters beat up a Palestinian near Bayta (Nablus, West Bank). There were no casualties."
2025-04-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Jericho,31.8667,35.45,"Property destruction: On 18 April 2025, Israeli settlers razed (likely using bulldozers) Palestinian-owned lands in the Arab al Mlihat community, near Jericho (Jericho, West Bank) to open new roads."
2025-04-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.1928,35.2654,"Property destruction: On 18 April 2025, Israeli settlers razed (likely using bulldozers) Palestinian-owned lands near the Berakha settlement (Nablus, West Bank)."
2025-04-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0089,35.1646,"Property destruction: On 18 April 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Umm Safa (Ramallah and Al Bireh, West Bank) uprooting dozens of olive trees."
2025-04-18,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.4092,35.161,"Land seizure: On 18 April 2025, Israeli settlers placed a fence around a Palestinian-owned land in Ar Rakiz (Hebron, West Bank)."
2025-04-19,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.3209,35.3699,"Looting: On 19 April 2025, Israeli settlers seized water pumps belonging to Palestinian farmers in the Khirbet al Dayr area, near Tubas (Tubas, West Bank)."
2025-04-19,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9111,35.2666,"On 19 April 2025, Israeli settler rioters beat up Palestinians in an area near Dayr Dibwan (Ramallah and Al Bireh, West Bank). Settlers also chopped several olive trees in the area. There were no casualties."
2025-04-19,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.1769,35.3354,"On 19 April 2025, Israeli settlers kidnapped 3 Palestinian children from in front of their houses in Bayt Furik (Nablus, West Bank). The children were later found tied to trees in a nearby area."
2025-04-20,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.2241,35.4801,"Looting: On 20 April 2025, Israeli settlers seized water tanks belonging to Palestinian shepherds in the Marah Allan area in Khirbat Humsah (Tubas, West Bank)."
2025-04-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0354,35.2856,"On 20 April 2025, Israeli settler rioters attacked (likely beat up) Palestinian farmers in Turmus Ayya (Ramallah and Al Bireh, West Bank). Israeli settlers also destroyed glass windows on Palestinian-owned vehicles. There were no casualties."
2025-04-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Labor Group (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.5278,35.1014,"On 20 April 2025, Israeli settler rioters set fire to Palestinian-owned shops in the old city in Hebron - Bab az Zawiyah (Hebron, West Bank), likely as they were open for business. There were no casualties."
2025-04-20,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0089,35.1646,"Property destruction: On 20 April 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Umm Safa (Ramallah and Al Bireh, West Bank)."
2025-04-20,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.7929,35.2317,"On 20 April 2025, Israeli settler rioters hurled stones at a bus transporting Palestinians in Al Quds - Shaykh Jarrah (Al Quds, West Bank), causing material damages. There were no casualties."
2025-04-20,Settlers (Israel),Farmers (Israel),Civilians (Palestine),Bedouin Ethnic Group (Palestine); Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Jericho,31.9507,35.4676,"Property destruction: On 20 April 2025, Israeli settler farmers herded their sheep on Palestinian Bedouin lands in the waterfall area in Al Awja (Jericho, West Bank) destroying their animal feed."
2025-04-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Jenin,32.3322,35.1587,"On 21 April 2025, armed Israeli settler rioters attacked a Palestinian using pepper spray in Khirbat al Farisiyah (Jenin, West Bank). Settlers also threated Palestinians in the area with gunfire. There were no casualties."
2025-04-21,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0333,35.2655,"Land seizure: On 21 April 2025, Israeli settlers set up a tent on a Palestinian-owned land in Sinjil (Ramallah and Al Bireh, West Bank) aiming to seize the land."
2025-04-21,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9884,35.3093,"Property destruction: On 21 April 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in the Al Khalayel area, near Kafr Malik (Ramallah and Al Bireh, West Bank) aiming to seize the land."
2025-04-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Tubas,32.3209,35.3699,"On 21 April 2025, Israeli settler rioters beat up a Palestinian near his house in the Ihmayr area, in the Tubas province (Tubas, West Bank). Settlers also attacked the Palestinian with pepper spray. There were no casualties."
2025-04-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1138,35.1954,"On 21 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Marda (Salfit, West Bank), likely as they were passing by, causing material damages to a vehicle. There were no casualties."
2025-04-21,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.6736,35.2566,"On 21 April 2025, Israeli settler rioters beat up a Palestinian shepherd in Zatarah (Bethlehem, West Bank), causing him to suffer from bruises. Settlers seized several of his sheep. The shepherd was hospitalized."
2025-04-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0722,35.0994,"On 22 April 2025, Israeli settler rioters attacked (likely using stones) Palestinian vehicles near the entrance of Bruqin (Salfit, West Bank) as they were passing by. There were no casualties."
2025-04-22,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.0722,35.0994,"Land seizure: On 22 April 2025, Israeli settlers set up a tent on a Palestinian-owned land near the western entrance of Bruqin (Salfit, West Bank)."
2025-04-22,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0854,35.3301,"Property destruction: On 22 April 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in eastern area in Qusra (Nablus, West Bank)."
2025-04-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 22 April 2025, Israeli settler rioters beat up a Palestinian in the Khallet al Natsheh area in Hebron city (Hebron, West Bank), breaking his arm. The Palestinian was hospitalized."
2025-04-22,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9651,35.294,"Property destruction: On 22 April 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Dayr Jarir (Ramallah and Al Bireh, West Bank)."
2025-04-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6365,35.2145,"On 22 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles at the Tuqu roundabout (Bethlehem, West Bank), likely as they were passing by, causing material damages. There were no casualties."
2025-04-23,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.3942,35.1365,"Land seizure: On 23 April 2025, Israeli settlers set up a tent on Palestinian-owned land in Shi'b Al Batim (Hebron, West Bank) aiming to seize it."
2025-04-23,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0333,35.2655,"On 23 April 2025, Israeli settlers opened fire at, and beat up, Palestinians during a raid on the Khirbat al Tal area in Sinjil (Ramallah and Al Bireh, West Bank). Israeli settlers also set fire to 3 agricultural facilities. 8 Palestinians were injured, one of them was by gunfire."
2025-04-23,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.3863,35.4808,"On 23 April 2025, Israeli settlers opened fire at Palestinians during a raid on Bardalah (Tubas, West Bank). Settlers also hurled stones at vehicles that were driving near them. Settlers also set fire to sheep pens. 5 Palestinians were injured."
2025-04-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0722,35.0994,"On 23 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles near western entrance of Bruqin (Salfit, West Bank) as they were passing by. There were no casualties."
2025-04-24,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.3863,35.4808,"On 24 April 2025, Israeli settlers opened fire at Palestinian shepherds in Bardalah (Tubas, West Bank), injuring 3. Settlers attempted to seize their livestock. Settlers also set fire to several Palestinian-owned tents and sheep pens."
2025-04-24,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.308,35.1659,"Looting: On 24 April 2025, Israeli settlers seized a Palestinian-owned water pump, a mobile water tank, and a tractor in Bazzaryah (Nablus, West Bank)."
2025-04-24,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.131,35.1396,"On 24 April 2025, an Israeli settler kidnapped a Palestinian farmer as he was herding his cows in Dayr Istiya (Salfit, West Bank)."
2025-04-25,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Tubas,32.3209,35.3699,"Land seizure: On 25 April 2025, Israeli settlers placed a fence around a Palestinian-owned land in Wadi al Faw, near Tubas (Tubas, West Bank)."
2025-04-25,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0333,35.2655,"On 25 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Sinjil (Ramallah and Al Bireh, West Bank) as they were passing by. There were no casualties."
2025-04-25,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9938,35.2475,"On 25 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Wadi al Haramiyah (Ramallah and Al Bireh, West Bank), likely as they were passing by. There were no casualties."
2025-04-25,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.6158,35.1475,"Looting: On 25 April 2025, Israeli settlers seized sheep and crops from Palestinian farmers in Shuyukh al Arrub (Hebron, West Bank)."
2025-04-26,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,31.9889,35.1591,"On 26 April 2025, Israeli settlers fired bullets at Palestinian houses in Kobar (Ramallah and Al Bireh, West Bank). Settlers also beat up 2 Palestinians, causing them to suffer from bruises."
2025-04-26,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.585,35.1437,"On 26 April 2025, Israeli settler rioters beat up 3 Palestinians on the Siir valley road (Hebron, West Bank) after stopping their vehicle. Two suffered from bruises and cuts, and the other suffered from broken bones."
2025-04-26,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.0697,35.1489,"On 26 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles between Salfit city and Bruqin, coded to Farkha (Salfit, West Bank) as they were passing by. There were no casualties."
2025-04-26,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Bethlehem,31.6204,35.2185,"On 26 April 2025, Israeli settler rioters attacked (likely using stones) Palestinian houses in Al Minya (Bethlehem, West Bank). There were no casualties."
2025-04-26,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9889,35.1591,"On 26 April 2025, Israeli settler rioters attacked (likely using stones) Palestinian houses in Kobar (Ramallah and Al Bireh, West Bank). Settlers also beat up a Palestinian. There were no casualties."
2025-04-27,Settlers (Israel),,Civilians (Palestine),Labor Group (Palestine),0.0,Political militia-Civilians,West Bank,Al Quds,31.8507,35.1125,"On 27 April 2025, Israeli settlers opened fire at a garbage disposal truck and its employees in a solid waste disposal in Bayt Anan (Al Quds, West Bank) as they were working. Settlers also beat up a Palestinian guard and employees. Several were injured. Settlers also seized a bulldozer and motorcycle."
2025-04-27,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0483,35.3582,"On 27 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Khirbat al Marajim (Nablus, West Bank) as they were passing by. There were no casualties."
2025-04-27,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1414,35.2855,"On 27 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Jabal Sabih in Bayta (Nablus, West Bank), likely as they were passing by, causing material damages. There were no casualties."
2025-04-28,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.4459,35.0944,"Property destruction: On 28 April 2025, Israeli settlers, from the Avigayil settlement, razed, using bulldozers, Palestinian-owned lands in Wadi al Asirah, in Massafer Yuta, near Yuta (Hebron, West Bank) to open new roads."
2025-04-28,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0279,35.0187,"On 28 April 2025, Israeli settler rioters attacked (likely using stones) a Palestinian house in Rantis (Ramallah and Al Bireh, West Bank). There were no casualties."
2025-04-28,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1084,35.2378,"On 28 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles on a road near Yasuf (Salfit, West Bank) as they were passing by. There were no casualties."
2025-04-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"On 29 April 2025, Israeli settler rioters attacked (likely using stones) Palestinian houses in the Wadi al Rakhim area, southeast of Yuta (Hebron, West Bank). There were no casualties."
2025-04-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1084,35.2378,"On 29 April 2025, Israeli settler rioters hurled stones at Palestinian vehicles on a road near Yasuf (Salfit, West Bank) as they were passing by. There were no casualties."
2025-04-30,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0563,35.3671,"On 30 April 2025, Israeli settlers stabbed a Palestinian in the back in Duma (Nablus, West Bank), injuring him. The Palestinian was hospitalized. Settlers also beat up 3 Palestinians, injuring them. Settlers also set fire to olive trees in the area as well."
2025-04-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tubas,32.308,35.4353,"On 30 April 2025, Israeli settler rioters beat up a Palestinian farmer and his son in Khirbat Yarzah (Tubas, West Bank) while attempting to seize their livestock. One of the farmers suffered from bruises."
2025-04-30,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0002,35.2815,"On 30 April 2025, Israeli settlers opened fire at Palestinian houses in Al Mazraah ash Sharqiya (Ramallah and Al Bireh, West Bank), causing material damages. There were no casualties."
2025-04-30,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.2105,35.2377,"Property destruction: On 30 April 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Irak Burin (Nablus, West Bank) to expand the Berakha settlement."
2025-04-30,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0563,35.3671,"Land seizure: On 30 April 2025, Israeli settlers set up a tent on a Palestinian-owned land in the Shi'b Dawood area in Duma (Nablus, West Bank)."
2025-04-30,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.2365,35.3871,"On 30 April 2025, Israeli settler rioters beat up a Palestinian family near An Nassariyah (Nablus, West Bank). Settlers also destroyed solar power panels, ripped up tents, and punctured tires on a water transportation truck. Settlers also seized 70 sheep. There were no casualties."
2025-04-30,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4237,35.1533,"On 30 April 2025, Israeli settlers opened fire at a Palestinian shepherd and his disabled son in Al Jwaya (Hebron, West Bank). There were no casualties."
2025-05-01,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Tubas,32.3425,35.5114,"Land seizure: On 1 May 2025, Israeli settlers set up a new settlement outpost on a Palestinian-owned land in Al Farsiyah (Tubas, West Bank)."
2025-05-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.585,35.1437,"On 1 May 2025, Israeli settler rioters attacked, using an unknown liquid, 2 Palestinians with special needs near the entrance of Siir (Hebron, West Bank) causing redness in their skin and eyes."
2025-05-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Jericho,31.8667,35.45,"On 1 May 2025, Israeli settler rioters attacked, using pepper spray, Palestinian civilians and activists during a raid on the Arab al Mlihat community, near Jericho (Jericho, West Bank). There were no casualties."
2025-05-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Jericho,31.8667,35.45,"On 1 May 2025, Israeli settler rioters ripped up Palestinian-owned tents, solar power panels, and water pipelines near the Al Hamra checkpoint, near Jericho (Jericho, West Bank). Settlers also seized 70 sheep belonging to farmers."
2025-05-01,Settlers (Israel),Military Forces of Israel (2022-),Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.1994,35.2728,"Land seizure: On 1 May 2025, Israeli settlers , accompanied by Israeli soldiers, set up tents on Palestinian-owned lands on Har Gerizim (Nablus, West Bank)."
2025-05-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.3912,35.1137,"On 1 May 2025, Israeli settler rioters attacked (likely beat up) Palestinians in Umm Nir, near Suseya (Hebron, West Bank). There were no casualties."
2025-05-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9675,35.1052,"On 1 May 2025, Israeli settler rioters attacked (likely beat up) Palestinians in the Shaykh Ammar area in Deir Ammar (Ramallah and Al Bireh, West Bank). There were no casualties."
2025-05-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Tubas,32.3209,35.3699,"On 1 May 2025, Israeli settler rioters beat up a Palestinian in the Al Burj area, near Tubas (Tubas, West Bank). There were no casualties."
2025-05-01,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Qalqilya,32.1907,35.1661,"On 1 May 2025, Israeli settlers randomly opened fire at Palestinians in the Wadi al Maghayer area, near Faratah (Qalqilya, West Bank). Settlers also seized several sheep, and kidnapped 3 Palestinians. There were no casualties."
2025-05-01,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.0854,35.3301,"Property destruction: On 1 May 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Qusra (Nablus, West Bank)."
2025-05-02,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.4254,35.1957,"Land seizure: On 2 May 2025, Israeli settlers set up a fence on Palestinian-owned lands in Umm al Khayr (Hebron, West Bank)."
2025-05-02,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1667,35.2333,"On 2 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Yitzhar (Nablus, West Bank), likely as they were passing by. There were no casualties."
2025-05-02,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9454,35.0725,"On 2 May 2025, Israeli settler rioters beat up Palestinians in Kharbatha Bani Harith (Ramallah and Al Bireh, West Bank). There were no casualties."
2025-05-02,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Bethlehem,31.7071,35.1041,"Other: On 2 May 2025, an Israeli settler randomly opened fire near a Palestinian in Wadi Fukin (Bethlehem, West Bank), likely to scare him. There were no casualties."
2025-05-02,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.4967,35.0175,"On 2 May 2025, Israeli settlers opened fire at Palestinians in the Jabal al Abed area in At Tabaqah (Hebron, West Bank). Settlers also beat up 2 Palestinians after stopping their vehicle. There were no casualties."
2025-05-03,Settlers (Israel),Farmers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.3942,35.1365,"Property destruction: On 3 May 2025, armed Israeli settler farmers herded their sheep in Palestinian-owned agricultural lands in Shi'b Al Batim (Hebron, West Bank) destroying crops and breaking fruit-bearing trees."
2025-05-03,Settlers (Israel),Farmers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Tubas,32.2909,35.4766,"Property destruction: On 3 May 2025, Israeli settler farmers herded their sheep in Palestinian-owned agricultural lands in Umm al Quba (Tubas, West Bank) destroying their crops."
2025-05-03,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.1084,35.2378,"On 3 May 2025, an Israeli settler opened fire at Palestinians at the entrance of Yasuf (Salfit, West Bank). There were no casualties."
2025-05-04,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1784,35.2157,"On 4 May 2025, Israeli settler rioters attacked (likely using stones) Palestinian houses in the Bir area in Asirah al Qibliyah (Nablus, West Bank). There were no casualties."
2025-05-04,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.0655,35.0245,"On 4 May 2025, Israeli settlers opened fire at Palestinian farmers in the Al Safhah area in Dayr Ballut (Salfit, West Bank) as they were working in their land. There were no casualties. Israeli settlers also beat up Palestinian farmers. Several suffered from bruises."
2025-05-04,Settlers (Israel),Farmers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.465,35.1578,"Property destruction: On 4 May 2025, Israeli settler farmers herded their sheep in Palestinian-owned agricultural lands in Khirbet Halawah (Hebron, West Bank) destroying their crops."
2025-05-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.8601,35.2602,"On 5 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles at the Jaba roundabout (Al Quds, West Bank) as they were passing by. There were no casualties."
2025-05-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0144,35.3024,"On 5 May 2025, Israeli settler rioters attacked (likely beat up) Palestinians in the Sahel Sii area, near Khirbat Abu Falah (Ramallah and Al Bireh, West Bank). There were no casualties."
2025-05-05,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Bethlehem,31.6204,35.2185,"Land seizure: On 5 May 2025, Israeli settlers set up tents on Palestinian-owned lands in the Nasb Abu Dayyeh area in Al Minya (Bethlehem, West Bank)."
2025-05-06,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1084,35.2378,"On 6 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles at the entrance of Yasuf (Salfit, West Bank) as they were passing by. There were no casualties."
2025-05-06,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.128,35.099,"Property destruction: On 6 May 2025, Israeli settlers, from the Kiryat Netavim, settlement pumped wastewater into Palestinian-owned agricultural lands in Qarawat Bani Hassan (Salfit, West Bank)."
2025-05-07,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Bethlehem,31.6204,35.2185,"Land seizure: On 7 May 2025, Israeli settlers seized a Palestinian-owned land with a drinking water well in the Wadi al Abyad area in Al Minya (Bethlehem, West Bank)."
2025-05-07,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.1414,35.2855,"Land seizure: On 7 May 2025, Israeli settlers set up tents on Palestinian-owned lands on Jabal Sabih in Bayta (Nablus, West Bank)."
2025-05-07,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0144,35.3024,"Land seizure: On 7 May 2025, Israeli settlers set up tents on Palestinian-owned lands near Khirbat Abu Falah (Ramallah and Al Bireh, West Bank) after Israeli authorities demolished their outpost."
2025-05-08,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Tubas,32.3304,35.5019,"Property destruction: On 8 May 2025, Israeli settlers razed, using bulldozers, Palestinian-owned lands in Umm al Jamal (Tubas, West Bank)."
2025-05-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Jericho,31.9507,35.4676,"On 9 May 2025, Israeli settler rioters attacked (likely using stones) Palestinian vehicles in Al Awja (Jericho, West Bank), preventing them from reaching the spring area. There were no casualties."
2025-05-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Jericho,31.8667,35.45,"On 9 May 2025, Israeli settler rioters beat up, and attacked with pepper spray, Palestinians during a raid on the Arab al Mlihat community, near Jericho (Jericho, West Bank), injuring a Palestinian."
2025-05-09,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Bethlehem,31.6787,35.2418,"Land seizure: On 9 May 2025, Israeli settlers set up caravans on Palestinian-owned lands in Beit Tamir (Bethlehem, West Bank) after razing them."
2025-05-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.3912,35.1137,"On 10 May 2025, armed Israeli settler rioters, from the Suseya settlement, hurled stones at Palestinian civilians and shepherds in Suseya (Hebron, West Bank). There were no casualties."
2025-05-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1591,35.1064,"On 10 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near Wadi Qana (Salfit, West Bank) as they were passing by. There were no casualties."
2025-05-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Tubas,32.308,35.4353,"On 10 May 2025, Israeli settler rioters beat up Palestinians during a raid on Khirbat Yarzah (Tubas, West Bank). There were no casualties."
2025-05-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Salfit,32.1595,35.1274,"On 10 May 2025, Israeli settler rioters hurled stones at Palestinian vehicles near the Immanuel settlement (Salfit, West Bank) as they were passing by. There were no casualties."
